e_v,start_time,resource,track_id,event_name,finish_time,node1,node2
v,2011-10-0112:36:07.000000000+00:00,No_resource,173730,START,2011-10-0112:36:07.000000000+00:00,1,
v,2011-10-0112:36:07.000000000+00:00,112,173730,A_SUBMITTED,2011-10-0112:36:08.000000000+00:00,2,
v,2011-10-0112:36:08.000000000+00:00,112,173730,A_PARTLYSUBMITTED,2011-10-0112:36:09.000000000+00:00,3,
v,2011-10-0112:36:09.000000000+00:00,112,173730,A_PREACCEPTED,2011-10-0112:36:59.000000000+00:00,4,
v,2011-10-0112:36:59.000000000+00:00,112,173730,W_Completerenaanvraag,2011-10-0112:36:59.000000000+00:00,5,
v,2011-10-0112:36:59.000000000+00:00,10912,173730,W_Completerenaanvraag,2011-10-0113:52:49.000000000+00:00,6,
v,2011-10-0113:52:49.000000000+00:00,10912,173730,W_Completerenaanvraag,2011-10-0113:55:31.000000000+00:00,7,
v,2011-10-0113:55:31.000000000+00:00,11203,173730,W_Completerenaanvraag,2011-10-0115:14:58.000000000+00:00,8,
v,2011-10-0115:14:58.000000000+00:00,11203,173730,W_Completerenaanvraag,2011-10-0115:15:12.000000000+00:00,9,
v,2011-10-0115:15:12.000000000+00:00,11203,173730,W_Completerenaanvraag,2011-10-0115:15:21.000000000+00:00,10,
v,2011-10-0115:15:21.000000000+00:00,11203,173730,W_Completerenaanvraag,2011-10-0115:31:19.000000000+00:00,11,
v,2011-10-0115:31:19.000000000+00:00,11203,173730,W_Completerenaanvraag,2011-10-0115:31:39.000000000+00:00,12,
v,2011-10-0115:31:39.000000000+00:00,11203,173730,A_ACCEPTED,2011-10-0115:36:06.000000000+00:00,13,
v,2011-10-0115:36:06.000000000+00:00,11203,173730,O_SELECTED,2011-10-0115:40:08.000000000+00:00,14,
v,2011-10-0115:36:06.000000000+00:00,11203,173730,A_FINALIZED,2011-10-0115:40:08.000000000+00:00,15,
v,2011-10-0115:40:08.000000000+00:00,11203,173730,O_CREATED,2011-10-0115:40:09.000000000+00:00,16,
v,2011-10-0115:40:09.000000000+00:00,11203,173730,O_SENT,2011-10-0115:40:10.000000000+00:00,17,
v,2011-10-0115:40:10.000000000+00:00,11203,173730,W_Nabellenoffertes,2011-10-0115:40:10.000000000+00:00,18,
v,2011-10-0115:40:10.000000000+00:00,11203,173730,W_Completerenaanvraag,2011-10-0115:40:12.000000000+00:00,19,
v,2011-10-0115:40:12.000000000+00:00,11203,173730,W_Nabellenoffertes,2011-10-0115:43:00.000000000+00:00,20,
v,2011-10-0115:43:00.000000000+00:00,11203,173730,W_Nabellenoffertes,2011-10-0115:48:39.000000000+00:00,21,
e,,,173730,START__A_SUBMITTED,,1,2
e,,,173730,A_SUBMITTED__A_PARTLYSUBMITTED,,2,3
e,,,173730,A_PARTLYSUBMITTED__A_PREACCEPTED,,3,4
e,,,173730,A_PREACCEPTED__W_Completerenaanvraag,,4,5
e,,,173730,W_Completerenaanvraag__W_Completerenaanvraag,,5,6
e,,,173730,W_Completerenaanvraag__W_Completerenaanvraag,,6,7
e,,,173730,W_Completerenaanvraag__W_Completerenaanvraag,,7,8
e,,,173730,W_Completerenaanvraag__W_Completerenaanvraag,,8,9
e,,,173730,W_Completerenaanvraag__W_Completerenaanvraag,,9,10
e,,,173730,W_Completerenaanvraag__W_Completerenaanvraag,,10,11
e,,,173730,W_Completerenaanvraag__W_Completerenaanvraag,,11,12
e,,,173730,W_Completerenaanvraag__A_ACCEPTED,,12,13
e,,,173730,A_ACCEPTED__O_SELECTED,,13,14
e,,,173730,A_ACCEPTED__A_FINALIZED,,13,15
e,,,173730,O_SELECTED__O_CREATED,,14,16
e,,,173730,A_FINALIZED__O_CREATED,,15,16
e,,,173730,O_CREATED__O_SENT,,16,17
e,,,173730,O_SENT__W_Nabellenoffertes,,17,18
e,,,173730,W_Nabellenoffertes__W_Completerenaanvraag,,18,19
e,,,173730,W_Completerenaanvraag__W_Nabellenoffertes,,19,20
e,,,173730,W_Nabellenoffertes__W_Nabellenoffertes,,20,21
,,,,,,,
XP,,,,,,,
v,2011-10-0113:01:57.000000000+00:00,No_resource,173736,START,2011-10-0113:01:57.000000000+00:00,1,
v,2011-10-0113:01:57.000000000+00:00,112,173736,A_SUBMITTED,2011-10-0113:01:58.000000000+00:00,2,
v,2011-10-0113:01:58.000000000+00:00,112,173736,A_PARTLYSUBMITTED,2011-10-0113:01:59.000000000+00:00,3,
v,2011-10-0113:01:59.000000000+00:00,112,173736,A_PREACCEPTED,2011-10-0113:02:44.000000000+00:00,4,
v,2011-10-0113:02:44.000000000+00:00,112,173736,W_Completerenaanvraag,2011-10-0113:02:44.000000000+00:00,5,
v,2011-10-0113:02:44.000000000+00:00,11019,173736,W_Completerenaanvraag,2011-10-0115:25:56.000000000+00:00,6,
v,2011-10-0115:25:56.000000000+00:00,11019,173736,W_Completerenaanvraag,2011-10-0115:40:09.000000000+00:00,7,
v,2011-10-0115:40:09.000000000+00:00,11203,173736,W_Completerenaanvraag,2011-10-0115:49:16.000000000+00:00,8,
v,2011-10-0115:49:16.000000000+00:00,11203,173736,W_Completerenaanvraag,2011-10-0115:55:45.000000000+00:00,9,
v,2011-10-0115:55:45.000000000+00:00,11203,173736,W_Completerenaanvraag,2011-10-0115:56:00.000000000+00:00,10,
v,2011-10-0115:56:00.000000000+00:00,11203,173736,A_ACCEPTED,2011-10-0116:00:15.000000000+00:00,11,
v,2011-10-0116:00:15.000000000+00:00,11203,173736,A_FINALIZED,2011-10-0116:05:26.000000000+00:00,12,
v,2011-10-0116:00:15.000000000+00:00,11203,173736,O_SELECTED,2011-10-0116:05:26.000000000+00:00,13,
v,2011-10-0116:05:26.000000000+00:00,11203,173736,O_CREATED,2011-10-0116:05:27.000000000+00:00,14,
v,2011-10-0116:05:27.000000000+00:00,11203,173736,O_SENT,2011-10-0116:05:27.000000000+00:00,15,
v,2011-10-0116:05:27.000000000+00:00,11203,173736,W_Nabellenoffertes,2011-10-0116:05:27.000000000+00:00,16,
v,2011-10-0116:05:27.000000000+00:00,11203,173736,W_Completerenaanvraag,2011-10-0116:05:28.000000000+00:00,17,
v,2011-10-0116:05:28.000000000+00:00,10982,173736,W_Nabellenoffertes,2011-10-0412:56:41.000000000+00:00,18,
v,2011-10-0412:56:41.000000000+00:00,10982,173736,O_SELECTED,2011-10-0412:59:20.000000000+00:00,19,
v,2011-10-0412:59:20.000000000+00:00,10982,173736,O_CANCELLED,2011-10-0412:59:20.000000000+00:00,20,
v,2011-10-0412:59:20.000000000+00:00,10982,173736,O_CREATED,2011-10-0412:59:21.000000000+00:00,21,
e,,,173736,START__A_SUBMITTED,,1,2
e,,,173736,A_SUBMITTED__A_PARTLYSUBMITTED,,2,3
e,,,173736,A_PARTLYSUBMITTED__A_PREACCEPTED,,3,4
e,,,173736,A_PREACCEPTED__W_Completerenaanvraag,,4,5
e,,,173736,W_Completerenaanvraag__W_Completerenaanvraag,,5,6
e,,,173736,W_Completerenaanvraag__W_Completerenaanvraag,,6,7
e,,,173736,W_Completerenaanvraag__W_Completerenaanvraag,,7,8
e,,,173736,W_Completerenaanvraag__W_Completerenaanvraag,,8,9
e,,,173736,W_Completerenaanvraag__W_Completerenaanvraag,,9,10
e,,,173736,W_Completerenaanvraag__A_ACCEPTED,,10,11
e,,,173736,A_ACCEPTED__A_FINALIZED,,11,12
e,,,173736,A_ACCEPTED__O_SELECTED,,11,13
e,,,173736,A_FINALIZED__O_CREATED,,12,14
e,,,173736,O_SELECTED__O_CREATED,,13,14
e,,,173736,O_CREATED__O_SENT,,14,15
e,,,173736,O_SENT__W_Nabellenoffertes,,15,16
e,,,173736,W_Nabellenoffertes__W_Completerenaanvraag,,16,17
e,,,173736,W_Completerenaanvraag__W_Nabellenoffertes,,17,18
e,,,173736,W_Nabellenoffertes__O_SELECTED,,18,19
e,,,173736,O_SELECTED__O_CANCELLED,,19,20
e,,,173736,O_CANCELLED__O_CREATED,,20,21
,,,,,,,
XP,,,,,,,
v,2011-10-0113:12:57.000000000+00:00,No_resource,173739,START,2011-10-0113:12:57.000000000+00:00,1,
v,2011-10-0113:12:57.000000000+00:00,112,173739,A_SUBMITTED,2011-10-0113:12:58.000000000+00:00,2,
v,2011-10-0113:12:58.000000000+00:00,112,173739,A_PARTLYSUBMITTED,2011-10-0113:12:58.000000000+00:00,3,
v,2011-10-0113:12:58.000000000+00:00,112,173739,A_PREACCEPTED,2011-10-0113:13:42.000000000+00:00,4,
v,2011-10-0113:13:42.000000000+00:00,112,173739,W_Completerenaanvraag,2011-10-0113:13:42.000000000+00:00,5,
v,2011-10-0113:13:42.000000000+00:00,11000,173739,W_Completerenaanvraag,2011-10-0115:26:10.000000000+00:00,6,
v,2011-10-0115:26:10.000000000+00:00,11000,173739,W_Completerenaanvraag,2011-10-0115:27:27.000000000+00:00,7,
v,2011-10-0115:27:27.000000000+00:00,No_resource,173739,W_Completerenaanvraag,2011-10-0115:39:44.000000000+00:00,8,
v,2011-10-0115:39:44.000000000+00:00,No_resource,173739,W_Completerenaanvraag,2011-10-0115:42:01.000000000+00:00,9,
v,2011-10-0115:42:01.000000000+00:00,11000,173739,W_Completerenaanvraag,2011-10-0115:44:57.000000000+00:00,10,
v,2011-10-0115:44:57.000000000+00:00,11000,173739,A_ACCEPTED,2011-10-0115:54:11.000000000+00:00,11,
v,2011-10-0115:54:11.000000000+00:00,11000,173739,O_SELECTED,2011-10-0115:56:39.000000000+00:00,12,
v,2011-10-0115:54:11.000000000+00:00,11000,173739,A_FINALIZED,2011-10-0115:56:39.000000000+00:00,13,
v,2011-10-0115:56:39.000000000+00:00,11000,173739,O_CREATED,2011-10-0115:56:40.000000000+00:00,14,
v,2011-10-0115:56:40.000000000+00:00,11000,173739,O_SENT,2011-10-0115:56:40.000000000+00:00,15,
v,2011-10-0115:56:40.000000000+00:00,11000,173739,W_Nabellenoffertes,2011-10-0115:56:40.000000000+00:00,16,
v,2011-10-0115:56:40.000000000+00:00,11000,173739,W_Completerenaanvraag,2011-10-0115:56:43.000000000+00:00,17,
v,2011-10-0115:56:43.000000000+00:00,11000,173739,W_Nabellenoffertes,2011-10-0116:00:15.000000000+00:00,18,
v,2011-10-0116:00:15.000000000+00:00,11000,173739,W_Nabellenoffertes,2011-10-0116:00:21.000000000+00:00,19,
v,2011-10-0116:00:21.000000000+00:00,11000,173739,W_Nabellenoffertes,2011-10-0815:27:11.000000000+00:00,20,
v,2011-10-0815:27:11.000000000+00:00,11000,173739,W_Nabellenoffertes,2011-10-0815:32:48.000000000+00:00,21,
e,,,173739,START__A_SUBMITTED,,1,2
e,,,173739,A_SUBMITTED__A_PARTLYSUBMITTED,,2,3
e,,,173739,A_PARTLYSUBMITTED__A_PREACCEPTED,,3,4
e,,,173739,A_PREACCEPTED__W_Completerenaanvraag,,4,5
e,,,173739,W_Completerenaanvraag__W_Completerenaanvraag,,5,6
e,,,173739,W_Completerenaanvraag__W_Completerenaanvraag,,6,7
e,,,173739,W_Completerenaanvraag__W_Completerenaanvraag,,7,8
e,,,173739,W_Completerenaanvraag__W_Completerenaanvraag,,8,9
e,,,173739,W_Completerenaanvraag__W_Completerenaanvraag,,9,10
e,,,173739,W_Completerenaanvraag__A_ACCEPTED,,10,11
e,,,173739,A_ACCEPTED__O_SELECTED,,11,12
e,,,173739,A_ACCEPTED__A_FINALIZED,,11,13
e,,,173739,O_SELECTED__O_CREATED,,12,14
e,,,173739,A_FINALIZED__O_CREATED,,13,14
e,,,173739,O_CREATED__O_SENT,,14,15
e,,,173739,O_SENT__W_Nabellenoffertes,,15,16
e,,,173739,W_Nabellenoffertes__W_Completerenaanvraag,,16,17
e,,,173739,W_Completerenaanvraag__W_Nabellenoffertes,,17,18
e,,,173739,W_Nabellenoffertes__W_Nabellenoffertes,,18,19
e,,,173739,W_Nabellenoffertes__W_Nabellenoffertes,,19,20
e,,,173739,W_Nabellenoffertes__W_Nabellenoffertes,,20,21
,,,,,,,
XP,,,,,,,
v,2011-10-0113:44:11.000000000+00:00,No_resource,173742,START,2011-10-0113:44:11.000000000+00:00,1,
v,2011-10-0113:44:11.000000000+00:00,112,173742,A_SUBMITTED,2011-10-0113:44:12.000000000+00:00,2,
v,2011-10-0113:44:12.000000000+00:00,112,173742,A_PARTLYSUBMITTED,2011-10-0113:44:12.000000000+00:00,3,
v,2011-10-0113:44:12.000000000+00:00,112,173742,W_Afhandelenleads,2011-10-0113:44:28.000000000+00:00,4,
v,2011-10-0113:44:28.000000000+00:00,10939,173742,W_Afhandelenleads,2011-10-0114:54:59.000000000+00:00,5,
v,2011-10-0114:54:59.000000000+00:00,10939,173742,A_PREACCEPTED,2011-10-0114:56:21.000000000+00:00,6,
v,2011-10-0114:56:21.000000000+00:00,10939,173742,W_Completerenaanvraag,2011-10-0114:56:21.000000000+00:00,7,
v,2011-10-0114:56:21.000000000+00:00,10939,173742,W_Afhandelenleads,2011-10-0114:56:22.000000000+00:00,8,
v,2011-10-0114:56:22.000000000+00:00,No_resource,173742,W_Completerenaanvraag,2011-10-0115:43:28.000000000+00:00,9,
v,2011-10-0115:43:28.000000000+00:00,No_resource,173742,W_Completerenaanvraag,2011-10-0115:50:01.000000000+00:00,10,
v,2011-10-0115:50:01.000000000+00:00,11180,173742,W_Completerenaanvraag,2011-10-0312:55:29.000000000+00:00,11,
v,2011-10-0312:55:29.000000000+00:00,11180,173742,W_Completerenaanvraag,2011-10-0312:56:17.000000000+00:00,12,
v,2011-10-0312:56:17.000000000+00:00,11201,173742,W_Completerenaanvraag,2011-10-0315:53:14.000000000+00:00,13,
v,2011-10-0315:53:14.000000000+00:00,11201,173742,W_Completerenaanvraag,2011-10-0315:55:10.000000000+00:00,14,
v,2011-10-0315:55:10.000000000+00:00,11169,173742,W_Completerenaanvraag,2011-10-0411:30:57.000000000+00:00,15,
v,2011-10-0411:30:57.000000000+00:00,11169,173742,W_Completerenaanvraag,2011-10-0411:35:15.000000000+00:00,16,
v,2011-10-0411:35:15.000000000+00:00,11179,173742,W_Completerenaanvraag,2011-10-0413:25:26.000000000+00:00,17,
v,2011-10-0413:25:26.000000000+00:00,11179,173742,W_Completerenaanvraag,2011-10-0413:26:21.000000000+00:00,18,
v,2011-10-0413:26:21.000000000+00:00,11122,173742,W_Completerenaanvraag,2011-10-0417:26:11.000000000+00:00,19,
v,2011-10-0417:26:11.000000000+00:00,11122,173742,W_Completerenaanvraag,2011-10-0417:27:09.000000000+00:00,20,
v,2011-10-0417:27:09.000000000+00:00,11180,173742,W_Completerenaanvraag,2011-10-0509:31:37.000000000+00:00,21,
e,,,173742,START__A_SUBMITTED,,1,2
e,,,173742,A_SUBMITTED__A_PARTLYSUBMITTED,,2,3
e,,,173742,A_PARTLYSUBMITTED__W_Afhandelenleads,,3,4
e,,,173742,W_Afhandelenleads__W_Afhandelenleads,,4,5
e,,,173742,W_Afhandelenleads__A_PREACCEPTED,,5,6
e,,,173742,A_PREACCEPTED__W_Completerenaanvraag,,6,7
e,,,173742,W_Completerenaanvraag__W_Afhandelenleads,,7,8
e,,,173742,W_Afhandelenleads__W_Completerenaanvraag,,8,9
e,,,173742,W_Completerenaanvraag__W_Completerenaanvraag,,9,10
e,,,173742,W_Completerenaanvraag__W_Completerenaanvraag,,10,11
e,,,173742,W_Completerenaanvraag__W_Completerenaanvraag,,11,12
e,,,173742,W_Completerenaanvraag__W_Completerenaanvraag,,12,13
e,,,173742,W_Completerenaanvraag__W_Completerenaanvraag,,13,14
e,,,173742,W_Completerenaanvraag__W_Completerenaanvraag,,14,15
e,,,173742,W_Completerenaanvraag__W_Completerenaanvraag,,15,16
e,,,173742,W_Completerenaanvraag__W_Completerenaanvraag,,16,17
e,,,173742,W_Completerenaanvraag__W_Completerenaanvraag,,17,18
e,,,173742,W_Completerenaanvraag__W_Completerenaanvraag,,18,19
e,,,173742,W_Completerenaanvraag__W_Completerenaanvraag,,19,20
e,,,173742,W_Completerenaanvraag__W_Completerenaanvraag,,20,21
,,,,,,,
XP,,,,,,,
v,2011-10-0114:08:15.000000000+00:00,No_resource,173745,START,2011-10-0114:08:15.000000000+00:00,1,
v,2011-10-0114:08:15.000000000+00:00,112,173745,A_SUBMITTED,2011-10-0114:08:16.000000000+00:00,2,
v,2011-10-0114:08:16.000000000+00:00,112,173745,A_PARTLYSUBMITTED,2011-10-0114:08:16.000000000+00:00,3,
v,2011-10-0114:08:16.000000000+00:00,112,173745,W_Afhandelenleads,2011-10-0114:08:29.000000000+00:00,4,
v,2011-10-0114:08:29.000000000+00:00,10939,173745,W_Afhandelenleads,2011-10-0115:19:46.000000000+00:00,5,
v,2011-10-0115:19:46.000000000+00:00,10939,173745,A_PREACCEPTED,2011-10-0115:21:26.000000000+00:00,6,
v,2011-10-0115:21:26.000000000+00:00,10939,173745,W_Completerenaanvraag,2011-10-0115:21:26.000000000+00:00,7,
v,2011-10-0115:21:26.000000000+00:00,10939,173745,W_Afhandelenleads,2011-10-0115:21:27.000000000+00:00,8,
v,2011-10-0115:21:27.000000000+00:00,No_resource,173745,W_Completerenaanvraag,2011-10-0115:49:47.000000000+00:00,9,
v,2011-10-0115:49:47.000000000+00:00,11111,173745,A_ACCEPTED,2011-10-0115:55:33.000000000+00:00,10,
v,2011-10-0115:55:33.000000000+00:00,11111,173745,O_SELECTED,2011-10-0115:58:41.000000000+00:00,11,
v,2011-10-0115:55:33.000000000+00:00,11111,173745,A_FINALIZED,2011-10-0115:58:41.000000000+00:00,12,
v,2011-10-0115:58:41.000000000+00:00,11111,173745,O_CREATED,2011-10-0115:58:44.000000000+00:00,13,
v,2011-10-0115:58:44.000000000+00:00,11111,173745,O_SENT,2011-10-0115:58:44.000000000+00:00,14,
v,2011-10-0115:58:44.000000000+00:00,No_resource,173745,W_Nabellenoffertes,2011-10-0115:58:44.000000000+00:00,15,
v,2011-10-0115:58:44.000000000+00:00,No_resource,173745,W_Completerenaanvraag,2011-10-0115:58:47.000000000+00:00,16,
v,2011-10-0115:58:47.000000000+00:00,11000,173745,W_Nabellenoffertes,2011-10-0812:37:54.000000000+00:00,17,
v,2011-10-0812:37:54.000000000+00:00,11000,173745,O_CANCELLED,2011-10-0812:45:57.000000000+00:00,18,
v,2011-10-0812:45:57.000000000+00:00,11000,173745,A_CANCELLED,2011-10-0812:45:57.000000000+00:00,19,
v,2011-10-0812:45:57.000000000+00:00,11000,173745,W_Nabellenoffertes,2011-10-0812:45:59.000000000+00:00,20,
v,2011-10-0812:45:59.000000000+00:00,No_resource,173745,END,2011-10-0812:46:00.000000000+00:00,21,
e,,,173745,START__A_SUBMITTED,,1,2
e,,,173745,A_SUBMITTED__A_PARTLYSUBMITTED,,2,3
e,,,173745,A_PARTLYSUBMITTED__W_Afhandelenleads,,3,4
e,,,173745,W_Afhandelenleads__W_Afhandelenleads,,4,5
e,,,173745,W_Afhandelenleads__A_PREACCEPTED,,5,6
e,,,173745,A_PREACCEPTED__W_Completerenaanvraag,,6,7
e,,,173745,W_Completerenaanvraag__W_Afhandelenleads,,7,8
e,,,173745,W_Afhandelenleads__W_Completerenaanvraag,,8,9
e,,,173745,W_Completerenaanvraag__A_ACCEPTED,,9,10
e,,,173745,A_ACCEPTED__O_SELECTED,,10,11
e,,,173745,A_ACCEPTED__A_FINALIZED,,10,12
e,,,173745,O_SELECTED__O_CREATED,,11,13
e,,,173745,A_FINALIZED__O_CREATED,,12,13
e,,,173745,O_CREATED__O_SENT,,13,14
e,,,173745,O_SENT__W_Nabellenoffertes,,14,15
e,,,173745,W_Nabellenoffertes__W_Completerenaanvraag,,15,16
e,,,173745,W_Completerenaanvraag__W_Nabellenoffertes,,16,17
e,,,173745,W_Nabellenoffertes__O_CANCELLED,,17,18
e,,,173745,O_CANCELLED__A_CANCELLED,,18,19
e,,,173745,A_CANCELLED__W_Nabellenoffertes,,19,20
e,,,173745,W_Nabellenoffertes__END,,20,21
,,,,,,,
XP,,,,,,,
v,2011-10-0114:09:15.000000000+00:00,No_resource,173748,START,2011-10-0114:09:15.000000000+00:00,1,
v,2011-10-0114:09:15.000000000+00:00,112,173748,A_SUBMITTED,2011-10-0114:09:16.000000000+00:00,2,
v,2011-10-0114:09:16.000000000+00:00,112,173748,A_PARTLYSUBMITTED,2011-10-0114:09:16.000000000+00:00,3,
v,2011-10-0114:09:16.000000000+00:00,112,173748,W_Afhandelenleads,2011-10-0114:10:03.000000000+00:00,4,
v,2011-10-0114:10:03.000000000+00:00,10939,173748,W_Afhandelenleads,2011-10-0115:21:30.000000000+00:00,5,
v,2011-10-0115:21:30.000000000+00:00,10939,173748,A_PREACCEPTED,2011-10-0115:24:16.000000000+00:00,6,
v,2011-10-0115:24:16.000000000+00:00,10939,173748,W_Completerenaanvraag,2011-10-0115:24:16.000000000+00:00,7,
v,2011-10-0115:24:16.000000000+00:00,10939,173748,W_Afhandelenleads,2011-10-0115:24:17.000000000+00:00,8,
v,2011-10-0115:24:17.000000000+00:00,10939,173748,W_Completerenaanvraag,2011-10-0115:56:55.000000000+00:00,9,
v,2011-10-0115:56:55.000000000+00:00,10939,173748,W_Completerenaanvraag,2011-10-0115:57:08.000000000+00:00,10,
v,2011-10-0115:57:08.000000000+00:00,10939,173748,W_Completerenaanvraag,2011-10-0115:57:12.000000000+00:00,11,
v,2011-10-0115:57:12.000000000+00:00,10939,173748,W_Completerenaanvraag,2011-10-0115:57:18.000000000+00:00,12,
v,2011-10-0115:57:18.000000000+00:00,No_resource,173748,W_Completerenaanvraag,2011-10-0116:00:06.000000000+00:00,13,
v,2011-10-0116:00:06.000000000+00:00,No_resource,173748,W_Completerenaanvraag,2011-10-0116:00:29.000000000+00:00,14,
v,2011-10-0116:00:29.000000000+00:00,11019,173748,W_Completerenaanvraag,2011-10-0116:01:55.000000000+00:00,15,
v,2011-10-0116:01:55.000000000+00:00,11019,173748,W_Completerenaanvraag,2011-10-0116:09:35.000000000+00:00,16,
v,2011-10-0116:09:35.000000000+00:00,11119,173748,W_Completerenaanvraag,2011-10-0116:27:43.000000000+00:00,17,
v,2011-10-0116:27:43.000000000+00:00,11119,173748,A_ACCEPTED,2011-10-0116:33:21.000000000+00:00,18,
v,2011-10-0116:33:21.000000000+00:00,11119,173748,A_FINALIZED,2011-10-0116:36:44.000000000+00:00,19,
v,2011-10-0116:36:44.000000000+00:00,11119,173748,O_SELECTED,2011-10-0116:36:44.000000000+00:00,20,
v,2011-10-0116:36:44.000000000+00:00,11119,173748,O_CREATED,2011-10-0116:37:32.000000000+00:00,21,
e,,,173748,START__A_SUBMITTED,,1,2
e,,,173748,A_SUBMITTED__A_PARTLYSUBMITTED,,2,3
e,,,173748,A_PARTLYSUBMITTED__W_Afhandelenleads,,3,4
e,,,173748,W_Afhandelenleads__W_Afhandelenleads,,4,5
e,,,173748,W_Afhandelenleads__A_PREACCEPTED,,5,6
e,,,173748,A_PREACCEPTED__W_Completerenaanvraag,,6,7
e,,,173748,W_Completerenaanvraag__W_Afhandelenleads,,7,8
e,,,173748,W_Afhandelenleads__W_Completerenaanvraag,,8,9
e,,,173748,W_Completerenaanvraag__W_Completerenaanvraag,,9,10
e,,,173748,W_Completerenaanvraag__W_Completerenaanvraag,,10,11
e,,,173748,W_Completerenaanvraag__W_Completerenaanvraag,,11,12
e,,,173748,W_Completerenaanvraag__W_Completerenaanvraag,,12,13
e,,,173748,W_Completerenaanvraag__W_Completerenaanvraag,,13,14
e,,,173748,W_Completerenaanvraag__W_Completerenaanvraag,,14,15
e,,,173748,W_Completerenaanvraag__W_Completerenaanvraag,,15,16
e,,,173748,W_Completerenaanvraag__W_Completerenaanvraag,,16,17
e,,,173748,W_Completerenaanvraag__A_ACCEPTED,,17,18
e,,,173748,A_ACCEPTED__A_FINALIZED,,18,19
e,,,173748,A_FINALIZED__O_SELECTED,,19,20
e,,,173748,O_SELECTED__O_CREATED,,20,21
,,,,,,,
XP,,,,,,,
v,2011-10-0114:14:38.000000000+00:00,No_resource,173751,START,2011-10-0114:14:38.000000000+00:00,1,
v,2011-10-0114:14:38.000000000+00:00,112,173751,A_SUBMITTED,2011-10-0114:14:39.000000000+00:00,2,
v,2011-10-0114:14:39.000000000+00:00,112,173751,A_PARTLYSUBMITTED,2011-10-0114:14:39.000000000+00:00,3,
v,2011-10-0114:14:39.000000000+00:00,112,173751,A_PREACCEPTED,2011-10-0114:15:21.000000000+00:00,4,
v,2011-10-0114:15:21.000000000+00:00,112,173751,W_Completerenaanvraag,2011-10-0114:15:21.000000000+00:00,5,
v,2011-10-0114:15:21.000000000+00:00,11000,173751,W_Completerenaanvraag,2011-10-0115:27:54.000000000+00:00,6,
v,2011-10-0115:27:54.000000000+00:00,11000,173751,W_Completerenaanvraag,2011-10-0115:34:03.000000000+00:00,7,
v,2011-10-0115:34:03.000000000+00:00,No_resource,173751,W_Completerenaanvraag,2011-10-0116:39:01.000000000+00:00,8,
v,2011-10-0116:39:01.000000000+00:00,11111,173751,A_ACCEPTED,2011-10-0116:43:08.000000000+00:00,9,
v,2011-10-0116:43:08.000000000+00:00,11111,173751,A_FINALIZED,2011-10-0116:49:59.000000000+00:00,10,
v,2011-10-0116:43:08.000000000+00:00,11111,173751,O_SELECTED,2011-10-0116:49:59.000000000+00:00,11,
v,2011-10-0116:49:59.000000000+00:00,11111,173751,O_CREATED,2011-10-0116:50:00.000000000+00:00,12,
v,2011-10-0116:50:00.000000000+00:00,11111,173751,O_SENT,2011-10-0116:50:01.000000000+00:00,13,
v,2011-10-0116:50:01.000000000+00:00,No_resource,173751,W_Nabellenoffertes,2011-10-0116:50:01.000000000+00:00,14,
v,2011-10-0116:50:01.000000000+00:00,No_resource,173751,W_Completerenaanvraag,2011-10-0116:50:03.000000000+00:00,15,
v,2011-10-0116:50:03.000000000+00:00,10899,173751,W_Nabellenoffertes,2011-10-0712:40:09.000000000+00:00,16,
v,2011-10-0712:40:09.000000000+00:00,10899,173751,O_SENT_BACK,2011-10-0712:40:18.000000000+00:00,17,
v,2011-10-0712:40:18.000000000+00:00,10899,173751,W_Validerenaanvraag,2011-10-0712:40:18.000000000+00:00,18,
v,2011-10-0712:40:18.000000000+00:00,10899,173751,W_Nabellenoffertes,2011-10-0712:40:20.000000000+00:00,19,
v,2011-10-0712:40:20.000000000+00:00,10138,173751,W_Validerenaanvraag,2011-10-1110:28:50.000000000+00:00,20,
